003998306 000__ 08010nam|a||02509#a ||||
003998306 001__ 3998306
003998306 005__ 20221228023747.0
003998306 008__ 221220s2022    usa    #r     ||||| eng d
003998306 035__ $$a(DHL)1363602
003998306 039__ $$aVOT
003998306 040__ $$aNNUN
003998306 089__ $$aVoting record$$bB23
003998306 24510 $$aInternational Day for the Prevention of Violent Extremism as and when Conducive to Terrorism :$$bresolution /$$cadopted by the General Assembly
003998306 269__ $$a2022-12-20
003998306 590__ $$aVote
003998306 591__ $$aRECORDED - No machine generated vote
003998306 791__ $$aA/RES/77/243$$bA/$$c77$$0(DHLAUTH)913657
003998306 793__ $$aPLENARY MEETING
003998306 930__ $$aVOT
003998306 952__ $$aA/77/PV.56
003998306 967__ $$a1$$cAFG$$eAFGHANISTAN
003998306 967__ $$a2$$cALB$$dY$$eALBANIA
003998306 967__ $$a3$$cDZA$$dY$$eALGERIA
003998306 967__ $$a4$$cAND$$dY$$eANDORRA
003998306 967__ $$a5$$cAGO$$dY$$eANGOLA
003998306 967__ $$a6$$cATG$$dY$$eANTIGUA AND BARBUDA
003998306 967__ $$a7$$cARG$$dY$$eARGENTINA
003998306 967__ $$a8$$cARM$$dY$$eARMENIA
003998306 967__ $$a9$$cAUS$$dY$$eAUSTRALIA
003998306 967__ $$a10$$cAUT$$dY$$eAUSTRIA
003998306 967__ $$a11$$cAZE$$eAZERBAIJAN
003998306 967__ $$a12$$cBHS$$dY$$eBAHAMAS
003998306 967__ $$a13$$cBHR$$dY$$eBAHRAIN
003998306 967__ $$a14$$cBGD$$dY$$eBANGLADESH
003998306 967__ $$a15$$cBRB$$dY$$eBARBADOS
003998306 967__ $$a16$$cBLR$$dA$$eBELARUS
003998306 967__ $$a17$$cBEL$$dY$$eBELGIUM
003998306 967__ $$a18$$cBLZ$$eBELIZE
003998306 967__ $$a19$$cBEN$$eBENIN
003998306 967__ $$a20$$cBTN$$dY$$eBHUTAN
003998306 967__ $$a21$$cBOL$$dY$$eBOLIVIA (PLURINATIONAL STATE OF)
003998306 967__ $$a22$$cBIH$$dY$$eBOSNIA AND HERZEGOVINA
003998306 967__ $$a23$$cBWA$$dY$$eBOTSWANA
